2022-04-24T18:56:19.492919600Z
 //Intersections 
-74.0088,40.70422,002202t030102302t120
-74.00777,40.70331,002202t120102302t120
-74.00897,40.70411,002202t030102302t120
-74.00797,40.70321,002202t120102302t104
-74.01581,40.71157,002202t120102302t120
-74.0144,40.71101,002202t120102302t030
-74.01267,40.71015,002202t030102302t120
-74.01165,40.70967,002202t120102302t030
-74.01052,40.70914,002202t120102302t068
-74.01284,40.70244,002202t030102302t120
-74.00425,40.71019,002202t120102302t030
-74.01328,40.70587,002202t120102302t030
-74.01252,40.70677,002202t120102302t030
-74.01194,40.70745,002202t120102302t030
-74.01168,40.70776,002202t120102302t030
-74.01123,40.7083,002202t120102302t030
-74.01082,40.70879,002202t120102302t030
-74.00997,40.7098,002202t120102302t068
-74.00946,40.71041,002202t120102302t030
-74.00906,40.71088,002202t120102302t030
-74.00865,40.71138,002202t120102302t038
-74.0133,40.70464,002202t030102302t120
-74.00677,40.70562,002202t030102302t120
-74.01155,40.70499,002202t120102302t030
-74.01158,40.70403,002202t120102302t030
-74.0116,40.70352,002202t120102302t043
-74.01152,40.70296,002202t120102302t114
-74.0025,40.70885,002202t120102302t030
-74.01193,40.70931,002202t120102302t030
-74.0136,40.70798,002202t120102302t120
-74.01308,40.70916,002202t030102302t120
-74.01473,40.70983,002202t120102302t120
-74.01638,40.71008,002202t120102302t120
-74.01119,40.71037,002202t120102302t030
-74.00316,40.70621,002202t030102302t120
-74.00409,40.70745,002202t120102302t030
-74.00547,40.7091,002202t120102302t030
-74.00644,40.70956,002202t120102302t030
-74.00775,40.71022,002202t120102302t030
-74.005,40.70685,002202t030102302t120
-74.00697,40.7117,002202t120102302t030
-74.01243,40.70153,002202t030102302t120
-74.00705,40.70376,002202t030102302t120
-74.0063,40.70424,002202t030102302t120
-74.00346,40.70806,002202t120102302t030
-74.01444,40.70315,002202t120102302t030
-74.00679,40.70673,002202t120102302t064
-74.0144,40.70361,002202t120102302t030
-74.01296,40.70778,002202t120102302t030
-74.00362,40.71095,002202t120102302t050
-74.0056,40.7104,002202t120102302t030
-74.00552,40.7058,002202t120102302t030
-74.0074,40.70518,002202t030102302t120
-74.01076,40.71101,002202t120102302t030
-74.00813,40.70467,002202t030102302t120
-74.00602,40.70615,002202t084102302t120
-74.01359,40.70685,002202t120102302t120
-74.01208,40.70907,002202t120102302t030
-74.00483,40.70966,002202t120102302t030
-74.01504,40.70983,002202t120102302t120
-74.01465,40.71113,002202t120102302t120
-74.01692,40.70483,002202t120102302t120
-74.01641,40.70487,002202t120102302t120
-74.00814,40.71198,002202t120102302t120
-74.01378,40.70241,002202t120102302t120
-74.01495,40.70482,002202t120102302t120
-74.01564,40.70494,002202t120102302t120
-74.01623,40.70663,002202t120102302t120
-74.01039,40.70324,002202t030102302t120
-74.00604,40.71192,002202t120102302t030
-74.01213,40.70899,002202t120102302t030
-74.01641,40.70479,002202t120102302t120
-74.01565,40.70484,002202t120102302t120
-74.00705,40.71179,002202t120102302t030
-74.00609,40.71203,002202t120102302t030
-74.01499,40.70472,002202t120102302t120
